"gene","module"
"MARK3","blue"
"EIF3L","yellow"
"SHISA5","turquoise"
"CHMP2A","turquoise"
"GAS1","black"
"RNF24","brown"
"PDS5B","red"
"SDC1","green"
"NDUFB9","turquoise"
"DNAJC1","pink"
"ITCH","blue"
"TLN2","blue"
"EHBP1","blue"
"PID1","magenta"
"LAMP1","turquoise"
"NME1","turquoise"
"GARS","green"
"RUNX3","brown"
"CTSH","turquoise"
"HINT1","turquoise"
"KMT2A","red"
"DDAH2","turquoise"
"RPL22L1","turquoise"
"TCEAL2","brown"
"MAP1B","green"
"SKP1","yellow"
"MRPL52","turquoise"
"FNBP1","red"
"CHST11","red"
"PRKCSH","turquoise"
"RTN4","blue"
"CHCHD10","yellow"
"TOM1L2","red"
"WAC","blue"
"GJA1","green"
"TTC3","pink"
"TIMM13","turquoise"
"GAB1","blue"
"BICD1","blue"
"TRAPPC2L","turquoise"
"TXNDC5","turquoise"
"CDK2AP1","turquoise"
"SLC38A2","brown"
"PRDX6","turquoise"
"FRMD6","blue"
"EMID1","brown"
"ENPP2","brown"
"CLASP2","blue"
"RNF144A","blue"
"RNF216","blue"
"MGAT1","turquoise"
"VPS28","turquoise"
"TNRC6A","blue"
"ERH","turquoise"
"DSP","grey"
"LRRC32","turquoise"
"PAFAH1B1","blue"
"EPB41L4A-AS1","brown"
"PRH1","blue"
"ERGIC3","turquoise"
"FAF1","blue"
"AURKAIP1","turquoise"
"HEG1","pink"
"SRSF9","turquoise"
"PRDX1","turquoise"
"GNB1","brown"
"CISD1","turquoise"
"DEK","brown"
"NDUFC2","turquoise"
"RBMS1","blue"
"SH3KBP1","blue"
"COX5A","turquoise"
"SF1","brown"
"CNN3","turquoise"
"NDUFA2","turquoise"
"ATXN2","blue"
"MAP4K3","blue"
"MPG","turquoise"
"TPT1-AS1","blue"
"PARK2","blue"
"ZYX","turquoise"
"DCXR","brown"
"TNXB","black"
"MGAT5","red"
"MYH10","red"
"SETD5","blue"
"PLEC","turquoise"
"PDGFRA","brown"
"CADPS","blue"
"PDIA4","turquoise"
"SLC25A3","yellow"
"PLD3","turquoise"
"RAN","turquoise"
"OTUD7A","brown"
"TNPO1","red"
"MGEA5","blue"
"TMEM50A","turquoise"
"IMMP2L","blue"
"NLRP1","red"
"TIAM2","blue"
"RAB34","yellow"
"EVL","green"
"CYB5A","turquoise"
"SERINC1","brown"
"TRAPPC1","turquoise"
"RNF115","red"
"PSMB6","turquoise"
"CYR61","turquoise"
"EIF3G","turquoise"
"ATP10A","blue"
"CACNA2D3","brown"
"SEMA6B","turquoise"
"SCAND1","turquoise"
"SRSF3","brown"
"PUM1","red"
"FBXL20","blue"
"SEC24D","blue"
"DYNLL2","brown"
"CELF2","magenta"
"TACC1","magenta"
"PHACTR2","black"
"H6PD","black"
"NUAK1","brown"
"PET100","turquoise"
"CNN2","green"
"RXRA","red"
"MEGF6","pink"
"INSR","red"
"FOXD1","brown"
"UNK","red"
"UXT","turquoise"
"BMPR1A","blue"
"LAMTOR2","turquoise"
"KDELR3","green"
"ACAN","green"
"GOLGA2","pink"
"FOSL2","grey"
"S100A2","brown"
"FKBP14","green"
"APOC1","black"
"ABI2","red"
"KLF4","brown"
"PRICKLE4","yellow"
"PPP6R3","blue"
"TFDP2","brown"
"FAM168A","blue"
"ARHGAP1","green"
"PLAGL1","blue"
"CBFA2T2","blue"
"MTDH","grey"
"WWTR1","blue"
"RSPO3","brown"
"ACTN4","green"
"SRSF4","blue"
"PLA2R1","brown"
"CAMK2N1","yellow"
"CIC","brown"
"SUB1","turquoise"
"EMP2","grey"
"FMO1","turquoise"
"TGFB2","brown"
"SOBP","brown"
"JUP","grey"
"SORBS3","brown"
"PDCD5","turquoise"
"UBE2L6","turquoise"
"RUNX2","blue"
"SQSTM1","grey"
"EIF2S2","turquoise"
"RTF1","brown"
"RBPJ","blue"
"EPAS1","turquoise"
"ANXA4","blue"
"FAM35A","blue"
"BACE2","turquoise"
"RAB10","blue"
"NCOR1","red"
"YWHAQ","brown"
"HSBP1","turquoise"
"PLP2","turquoise"
"TMEM205","turquoise"
"FAM46A","blue"
"SLC38A10","green"
"MICU1","blue"
"CDKN1C","grey"
"DYNLT1","turquoise"
"PRRX2","yellow"
"TRIOBP","turquoise"
"CDC42EP5","turquoise"
"PRAF2","turquoise"
"TSHZ3","brown"
"UBE2D3","blue"
"HES1","black"
"DDR2","brown"
"FAM89B","turquoise"
"CTSF","yellow"
"NLGN1","brown"
"NDUFA12","turquoise"
"IER5","brown"
"C10orf10","black"
"BOC","black"
"TBCB","turquoise"
"SNF8","green"
"PTGIS","turquoise"
"RP11-14N7.2","turquoise"
"SPCS1","turquoise"
"UBE2H","blue"
"TEAD1","blue"
"NAGK","green"
"BCAP31","turquoise"
"GBF1","blue"
"WIF1","brown"
"LIMS1","blue"
"C20orf194","blue"
"FBLN7","turquoise"
"BTBD9","blue"
"STK24","brown"
"ARHGAP42","blue"
"SIPA1L1","blue"
"TAOK1","blue"
"CREB3L2","red"
"MXD4","turquoise"
"CACNB4","blue"
"PXDN","green"
"THBS3","green"
"SLC39A11","blue"
"CYB5R3","turquoise"
"ERBB2IP","red"
"PRICKLE2","blue"
"A2M","turquoise"
"CYTH3","blue"
"MT-ND5","grey"
"CSGALNACT1","black"
"ANPEP","yellow"
"VCL","blue"
"SETD2","blue"
"UBE2L3","turquoise"
"SNAI1","brown"
"RP11-417E7.2","turquoise"
"WASF2","yellow"
"PDXK","green"
"MRFAP1","yellow"
"MPHOSPH8","brown"
"FAM195B","turquoise"
"SNRPD3","turquoise"
"LGALS7B","grey"
"ADGRB3","brown"
"CSNK1G1","blue"
"MAN1A1","blue"
"NOP10","turquoise"
"RAB1A","blue"
"TLN1","turquoise"
"ANO2","brown"
"C11orf24","green"
"SRSF7","brown"
"NUCB2","turquoise"
"NR3C1","brown"
"POLR2A","blue"
"LDLRAD3","brown"
"RNH1","turquoise"
"TMEM261","turquoise"
"HNRNPAB","turquoise"
"PPP2R1A","turquoise"
"AFF3","blue"
"SAP18","yellow"
"VAT1","turquoise"
"DIO3","brown"
"SNRNP70","blue"
"DCC","brown"
"IRS2","brown"
"SEPT9","blue"
"BAZ2B","red"
"HEXIM1","brown"
"HIST1H1C","brown"
"UBXN1","brown"
"ATP1A1","brown"
"H2AFJ","turquoise"
"LRCH3","blue"
"SIVA1","turquoise"
"SBSN","grey"
"YWHAZ","grey"
"MEF2A","red"
"CTNNB1","blue"
"LRPAP1","turquoise"
"TOMM5","turquoise"
"EPB42","turquoise"
"MAFB","brown"
"BAIAP2","brown"
"TMEM208","turquoise"
"SOS2","blue"
"KDM2A","blue"
"PTPN14","blue"
"XG","pink"
"ITSN1","blue"
"KANK2","brown"
"KRT16","green"
"ELF2","pink"
"SIL1","pink"
"KDM4B","blue"
"ATP6V0B","turquoise"
"PTPRS","blue"
"EIF4G1","green"
"CDC42BPA","blue"
"SHC1","turquoise"
"PTPRD","blue"
"RPN2","turquoise"
"PCNXL2","turquoise"
"METTL7A","black"
"MEIS2","blue"
"SNU13","turquoise"
"SPCS2","yellow"
"ZNF521","blue"
"GPI","turquoise"
"C1QTNF3","green"
"MYO1C","turquoise"
"AFF1","blue"
"ATP5B","turquoise"
"TAOK3","red"
"TCF7L1","magenta"
"ACAP2","red"
"H2AFZ","turquoise"
"ANKRD12","red"
"OS9","turquoise"
"SNRPE","yellow"
"PIGT","turquoise"
"P4HA3","green"
"R3HDM2","blue"
"CYP26B1","brown"
"ARPC4","turquoise"
"IL11RA","turquoise"
"PSMB4","turquoise"
"CDKAL1","red"
"HOOK2","blue"
"KRT6A","turquoise"
"TMEM256","turquoise"
"STOM","brown"
"BPTF","blue"
"SCMH1","blue"
"PICALM","blue"
"C11orf31","turquoise"
"PTK7","blue"
"HEXA","turquoise"
"AQP3","green"
"KCNMA1","pink"
"SEMA3C","blue"
"PCDHGA1","turquoise"
"ZFAND5","brown"
"ANKIB1","blue"
"CAMLG","yellow"
"TBCA","turquoise"
"SNX3","turquoise"
"DNLZ","turquoise"
"CSNK1E","brown"
"CHD4","grey"
"MDH2","turquoise"
"PIN4","turquoise"
"ZMIZ1","red"
"EIF3H","yellow"
"TGFBR3","blue"
"RER1","turquoise"
"EIF4A2","brown"
"BCL3","turquoise"
"KCNQ1OT1","blue"
"EIF5B","yellow"
"BACH2","blue"
"ZFHX4","blue"
"MAP3K2","red"
"DAPK1","brown"
"COPA","green"
"SCO2","turquoise"
"COPS6","turquoise"
"TAPBP","turquoise"
"IQGAP1","blue"
"TPPP3","turquoise"
"TP53I13","green"
"PAN3","blue"
"BAD","turquoise"
"ERCC1","green"
"TMEM14C","turquoise"
"SORBS1","red"
"RSBN1L","brown"
"NME3","turquoise"
"MRPL20","yellow"
"SSH2","blue"
"DUT","grey"
"ASIP","brown"
"PACS1","pink"
"YY1","brown"
"FAM134B","blue"
"FHOD3","blue"
"LITAF","brown"
"DCTN3","turquoise"
"SLC24A3","brown"
"FGFR2","brown"
"ZSWIM6","blue"
"TCF25","blue"
"FST","green"
"TMEM99","grey"
"SMARCC1","blue"
"GSTO1","turquoise"
"DIP2B","blue"
"TMED2","turquoise"
"AKR1A1","turquoise"
"PCBP1","yellow"
"TBC1D5","blue"
"SLC44A2","brown"
"STX8","blue"
"CDK19","red"
"ECM2","black"
"KRT17","brown"
"FAM20A","turquoise"
"MT1M","magenta"
"CDR2","blue"
"TMEM45A","green"
"CDKN2A","green"
"PRR16","blue"
"CSDE1","yellow"
"TGFB1I1","green"
"UCHL1","green"
"SDCCAG8","blue"
"FAM213A","brown"
"NFATC4","brown"
"SAT1","blue"
"RSRP1","red"
"MMP24-AS1","turquoise"
"SENP6","blue"
"KTN1","red"
"GOLGA3","pink"
"OSBPL10","blue"
"SDC2","blue"
"SIPA1L3","blue"
"GLIS3","blue"
"HSPB6","turquoise"
"ZFHX3","blue"
"GLIPR2","green"
"NDUFS3","turquoise"
"RP11-307N16.6","blue"
"TBC1D22A","blue"
"MBNL2","blue"
"PPP1R15A","grey"
"SLC9A9","blue"
"RPL7L1","yellow"
"SUN2","brown"
"ABL1","blue"
"DNAJC15","turquoise"
"FUT11","turquoise"
"DNAJA1","red"
"FXYD3","grey"
"SORCS2","blue"
"RORB","brown"
"PCCA","blue"
"HSPE1","yellow"
"UFC1","turquoise"
"NUFIP2","red"
"EIF4G2","grey"
"TRPC4AP","blue"
"MON2","blue"
"RPS19BP1","turquoise"
"PARVA","blue"
"STARD13","red"
"RNF213","blue"
"ARHGAP44","brown"
"ZMYM2","blue"
"ACACA","blue"
"RAB14","brown"
"CCNY","blue"
"KLF5","brown"
"CBX6","yellow"
"LOXL2","pink"
"PA2G4","yellow"
"POGZ","blue"
"UNC5B","grey"
"SRSF11","grey"
"SH3RF3","blue"
"SEPT2","blue"
"DRAP1","turquoise"
"FCHSD2","blue"
"GPX8","turquoise"
"NHP2","yellow"
"UBD","black"
"CLIP1","blue"
"DHRS3","grey"
"SLIRP","turquoise"
"HMGN1","turquoise"
"CCDC107","green"
"PLXDC1","black"
"BRD2","brown"
"APOL1","turquoise"
"ATXN7L1","blue"
"PCM1","red"
"PLEKHG1","blue"
"SRA1","turquoise"
"PHACTR4","red"
"CHD3","green"
"DDX46","brown"
"UBE2R2","blue"
"MGLL","brown"
"QKI","blue"
"SNAI2","yellow"
"IDH2","green"
"RYK","brown"
"EFNB1","brown"
"HERC4","red"
"TXNDC17","turquoise"
"HIST1H2BJ","brown"
"AC024592.12","turquoise"
"TMBIM4","yellow"
"MRPL14","turquoise"
"SLC25A5","turquoise"
"FBXO11","blue"
"EBF2","magenta"
"VAV2","blue"
"PSMB8","turquoise"
"FER","blue"
"CUEDC1","pink"
"LAMP5","turquoise"
"PURA","brown"
"RGCC","grey"
"CDC42EP4","brown"
"PTH1R","brown"
"TMEM98","turquoise"
"PSMB9","turquoise"
"BRD4","blue"
"RC3H1","red"
"C11orf58","yellow"
"SCUBE3","brown"
"TRIM28","brown"
"TRPM7","blue"
"CYC1","turquoise"
"TPBG","brown"
"TRIM56","brown"
"CCL14","turquoise"
"TMED10","turquoise"
"TPCN1","blue"
"RP1-79C4.4","blue"
"GPAA1","turquoise"
"PDXDC1","blue"
"USP53","black"
"GRINA","turquoise"
"LINC00493","yellow"
"DNPH1","turquoise"
"CXXC5","turquoise"
"MARVELD1","turquoise"
"ST6GALNAC6","turquoise"
"NCAM1","brown"
"JAZF1","blue"
"KPNB1","turquoise"
"CTDNEP1","turquoise"
"FAAP20","turquoise"
"SEMA3B","pink"
"GPNMB","black"
"ITM2A","turquoise"
"ST3GAL4","brown"
"NCOA2","blue"
"POLR2I","yellow"
"HNRNPUL1","brown"
"PRRC2C","blue"
"CYP20A1","brown"
"NDUFAF3","turquoise"
"USP31","brown"
"AC018890.6","turquoise"
"IQGAP2","brown"
"CHID1","turquoise"
"PTGES3","brown"
"TMEM173","turquoise"
"IFT20","green"
"HDAC7","blue"
"CIB1","turquoise"
"CCDC124","turquoise"
"AKAP12","blue"
"PPP6R2","blue"
"MSN","turquoise"
"THBS1","green"
"MRPS24","turquoise"
"RAB2A","blue"
"ACYP2","blue"
"TOMM20","yellow"
"SYF2","brown"
"SCARA5","black"
"IRF2BP2","blue"
"FAM222B","blue"
"GNA11","grey"
"PLEKHA4","turquoise"
"TGFBR2","turquoise"
"LRBA","blue"
"DIAPH2","blue"
"KDM6A","blue"
"CASC4","blue"
"SPATS2","blue"
"PHB2","turquoise"
"ATP2B4","blue"
"KLC1","blue"
"UBR3","blue"
"MLXIP","blue"
"UQCC2","turquoise"
"HDAC5","brown"
"CDK13","blue"
"HIST1H2BG","brown"
"SVEP1","brown"
"SLC20A2","red"
"COPZ1","turquoise"
"SERTAD1","yellow"
"HDGF","brown"
"TTC17","red"
"CTDSP1","yellow"
"EPC1","brown"
"OSR2","black"
"ATP1B3","brown"
"NUTF2","turquoise"
"NDFIP1","blue"
"ZCCHC14","red"
"SMURF2","blue"
"LSM3","turquoise"
"DDX39B","brown"
"AHNAK2","green"
"FNDC1","green"
"BUD31","turquoise"
"PPP2R5E","blue"
"C16orf13","turquoise"
"BBX","brown"
"TSPAN5","blue"
"MFGE8","turquoise"
"ZBTB38","brown"
"NDUFB6","turquoise"
"HEYL","turquoise"
"PDIA6","turquoise"
"ADCY3","brown"
"EIF4E2","turquoise"
"NID2","turquoise"
"HSPA5","turquoise"
"STAG2","red"
"FUT8","blue"
"MYO10","blue"
"TMEM14B","blue"
"NHS","blue"
"CD82","turquoise"
"TUBB6","green"
"FAM96B","turquoise"
"TNFAIP6","green"
"CEP170","blue"
"COLGALT1","turquoise"
"XRCC5","brown"
"SNRPG","turquoise"
"ENOX1","blue"
"ASPH","blue"
"HNRNPR","brown"
"KIAA0368","blue"
"TANC1","blue"
"CKLF","turquoise"
"ADNP","blue"
"LMAN1","turquoise"
"ROCK1","blue"
"NTN1","brown"
"TEX14","brown"
"SYNE3","brown"
"YIPF3","turquoise"
"DENND4C","blue"
"B4GALT1","pink"
"AC072062.1","turquoise"
"PKN2","red"
"DAP","green"
"TMEM214","green"
"RP11-145A3.1","blue"
"LGMN","turquoise"
"COA3","turquoise"
"VPS13D","blue"
"KIF1B","blue"
"SRRM1","brown"
"TXN2","turquoise"
"PBRM1","blue"
"NPDC1","turquoise"
"SPTAN1","blue"
"SF3B6","turquoise"
"ANKHD1","blue"
"FKBP8","turquoise"
"CCL27","turquoise"
"KLF9","red"
"LDHB","turquoise"
"ATP5A1","yellow"
"NRXN2","turquoise"
"C7orf73","turquoise"
"SMDT1","yellow"
"ARHGEF12","blue"
"POLR2E","turquoise"
"ARFGAP1","pink"
"CTTN","pink"
"PLAUR","green"
"PHF21A","red"
"SPRED1","red"
"PINK1-AS","turquoise"
"RUFY3","blue"
"EIF4EBP1","turquoise"
"AHDC1","blue"
"ECHS1","turquoise"
"SRPRB","green"
"SCARF2","green"
"EIF3A","brown"
"FAM162A","turquoise"
"GEM","brown"
"UVRAG","blue"
"PPL","brown"
"ST3GAL2","pink"
"DBN1","green"
"XPR1","blue"
"GTF2IRD1","blue"
"SNRPN","brown"
"MMP14","green"
"CTNNA1","brown"
"KIRREL","blue"
"RAF1","red"
"LOR","brown"
"ATXN3","red"
"FLNC","green"
"CYSTM1","turquoise"
"SAV1","black"
"TAX1BP1","grey"
"EHMT1","blue"
"SSBP1","turquoise"
"HERC1","blue"
"IP6K2","brown"
"CAP1","turquoise"
"HNRNPU","grey"
"ARHGEF10","blue"
"AAK1","blue"
"PHB","turquoise"
"AGAP3","brown"
"RANBP1","turquoise"
"SIK2","red"
"CDR1-AS","yellow"
"EGFLAM","brown"
"SRGAP2","blue"
"SNX6","turquoise"
"RAP1GAP2","brown"
"MRPL57","turquoise"
"COMMD3","turquoise"
"SRI","turquoise"
"MEA1","turquoise"
"BNIP3L","brown"
"MPZL1","green"
"PKIG","turquoise"
"LMAN2","turquoise"
"ZNF292","blue"
"PDLIM1","brown"
"THOC7","turquoise"
"TERF2IP","brown"
"PPFIA1","blue"
"SMTN","pink"
"FBXL17","blue"
"SLC6A6","grey"
"PTP4A2","turquoise"
"ACKR1","green"
"LYST","blue"
"PLSCR4","magenta"
"OGDH","blue"
"FBLIM1","turquoise"
"RSL1D1","yellow"
"AGO3","blue"
"ILK","turquoise"
"ARIH2","blue"
"AP3D1","blue"
"PTBP2","red"
"MAST2","blue"
"ETHE1","turquoise"
"YAP1","blue"
"TECR","turquoise"
"ITPRIPL2","brown"
"DGKI","blue"
"LEF1","brown"
"DAGLB","blue"
"EPHX1","turquoise"
"STMN1","brown"
"FMNL2","red"
"RSU1","blue"
"CEP112","blue"
"RAI14","blue"
"MLF2","yellow"
"TAF15","blue"
"LRRFIP1","blue"
"NBAS","blue"
"CACYBP","grey"
"COG5","blue"
"FAM229B","turquoise"
"TWF2","turquoise"
"NDUFC1","turquoise"
"LRP1B","brown"
"RNF38","red"
"LMF2","green"
"ESYT2","blue"
"ECHDC2","red"
"MYADM","yellow"
"XRCC6","yellow"
"BRAF","red"
"SF3B2","yellow"
"FKBP7","turquoise"
"RARG","grey"
"NDRG2","brown"
"MAN1B1","green"
"VCP","grey"
"MDFIC","blue"
"GNG11","turquoise"
"KLHL29","blue"
"HNRNPA0","yellow"
"SLC2A3","blue"
"C14orf37","blue"
"TLE4","red"
"YPEL3","grey"
"AC007192.4","turquoise"
"SOS1","blue"
"TMEM147","turquoise"
"CCT7","yellow"
"WDFY2","red"
"KIAA0930","turquoise"
"POLR2G","turquoise"
"PPP1CA","turquoise"
"APOBEC3C","turquoise"
"PSMB7","grey"
"UBE2I","yellow"
"NCAM2","black"
"DYNC1LI2","grey"
"SERINC3","brown"
"DGKH","red"
"UBE2E1","blue"
"MYLK","pink"
"RFWD2","blue"
"SEC63","blue"
"CHURC1","turquoise"
"ARAP1","turquoise"
"ARHGAP21","blue"
"EPHA3","blue"
"PSENEN","turquoise"
"JOSD2","turquoise"
"PRPF8","brown"
"ARL2","turquoise"
"SERPINE1","blue"
"CRK","grey"
"PBX3","blue"
"ATE1","brown"
"TSPAN18","brown"
"RP11-231C18.3","blue"
"LASP1","pink"
"TSPAN9","blue"
"ANAPC16","grey"
"PSMF1","grey"
"GLIS1","blue"
"RIN2","blue"
"MATR3","magenta"
"TMEM204","brown"
"ANKRD10","blue"
"ABCC1","blue"
"SEPT7","turquoise"
"TBL1X","red"
"TNKS1BP1","green"
"EPHB3","green"
"PRR13","turquoise"
"STAT2","blue"
"BANP","brown"
"RBP5","black"
"XIAP","blue"
"ZCRB1","turquoise"
"ERP29","turquoise"
"CILP","green"
"GPR173","blue"
"ENY2","turquoise"
"PRDM2","blue"
"CTSL","turquoise"
"GALNT2","blue"
"WTAP","black"
"IRF1","brown"
"CERS6","blue"
"CRYAB","turquoise"
"DDX5","yellow"
"COMMD1","blue"
"CANX","yellow"
"SNHG7","brown"
"MAP1A","grey"
"XBP1","green"
"ADD1","blue"
"PPP1R12A","blue"
"DDOST","turquoise"
"YIPF4","blue"
"C14orf166","turquoise"
"MANF","turquoise"
"HECTD1","blue"
"MAN1C1","turquoise"
"MRPL40","turquoise"
"SUGCT","blue"
"RAB7A","blue"
"DOK6","blue"
"PLK2","brown"
"KLF7","blue"
"ZBTB16","magenta"
"SARAF","brown"
"COX7A2L","turquoise"
"PSMC5","turquoise"
"EIF3I","turquoise"
"HLA-DRB1","turquoise"
"MAST4","blue"
"HMGN3","black"
"THRAP3","blue"
"PRNP","magenta"
"MAP2K5","blue"
"HS6ST1","brown"
"SNRPC","turquoise"
"MYO9B","blue"
"TALDO1","turquoise"
"DEFB1","turquoise"
"MOXD1","black"
"PDAP1","turquoise"
"NID1","magenta"
"ADGRL3","red"
"RAMP2","grey"
"NDUFS4","turquoise"
"SLC44A1","grey"
"C16orf45","blue"
"SNRPB","yellow"
"DENND2A","blue"
"DAZAP2","brown"
"CTC-479C5.12","turquoise"
"RP1-34H18.1","blue"
"MCL1","grey"
"ITM2C","turquoise"
"SCAF11","blue"
"CTDSP2","grey"
"TMCC1","blue"
"MRPL36","turquoise"
"ATP9B","blue"
"PKD1","blue"
"ATF4","turquoise"
"NSRP1","blue"
"CTDSPL","magenta"
"TNS3","blue"
"DEGS1","turquoise"
"ESD","turquoise"
"TCEAL8","turquoise"
"ZBTB7A","grey"
"PLD1","blue"
"MYO1B","blue"
"APPL1","black"
"TMEM87A","blue"
"C1orf123","turquoise"
"TMEM120B","blue"
"FAM172A","blue"
"GFPT1","blue"
"IDS","brown"
"CUL3","blue"
"DLL1","brown"
"CAST","grey"
"STXBP5","blue"
"SAMD4A","blue"
"FAM19A5","brown"
"GIGYF2","blue"
"STON2","blue"
"VTI1B","turquoise"
"REXO2","turquoise"
"CSNK1A1","blue"
"OPHN1","red"
"FAM13A","red"
"EI24","yellow"
"SPAG9","blue"
"CLSTN1","blue"
"NUDC","yellow"
"LPAR1","blue"
"SEPN1","turquoise"
"RRAS","turquoise"
"NUDT3","grey"
"CSTA","grey"
"RALBP1","grey"
"RP11-146B14.1","blue"
"NAV3","blue"
"TGFB1","grey"
"DENND5B","red"
"OXR1","blue"
"GMDS-AS1","blue"
"HNRNPL","grey"
"TPM3","turquoise"
"ELAVL1","blue"
"HES4","turquoise"
"ANXA11","turquoise"
"HLCS","blue"
"TCEAL3","yellow"
"UBE4B","blue"
"GSTK1","turquoise"
"C19orf60","turquoise"
"DLG5","red"
"CPNE1","green"
"EAPP","yellow"
"GTF3A","turquoise"
"KLF2","turquoise"
"CUEDC2","turquoise"
"POLR2J","turquoise"
"PDSS2","blue"
"MAPKBP1","blue"
"POLR2F","turquoise"
"ERLEC1","turquoise"
"EIF2B3","blue"
"AKT1","grey"
"TRAF3IP2-AS1","blue"
"HERC2","brown"
"PTEN","blue"
"FRY","blue"
"SNX8","green"
"NOL7","yellow"
"NDUFS7","turquoise"
"VGLL3","pink"
"EMC7","turquoise"
"MED13","blue"
"GINM1","turquoise"
"FERMT2","grey"
"SPIRE1","blue"
"ERGIC1","grey"
"MAP3K4","blue"
"DDX18","yellow"
"H2AFY","blue"
"THRB","red"
"MRPL33","grey"
"HEXB","turquoise"
"S100A14","brown"
"TLE1","brown"
"ZNF131","blue"
"NRBP1","turquoise"
"LSM2","turquoise"
"MIDN","grey"
"DAB1","red"
"TNRC6C","brown"
"CRELD2","turquoise"
"CHD6","brown"
"RBM14-RBM4","turquoise"
"CBR3","magenta"
"PPA1","yellow"
"FOXK1","blue"
"MAGI1","red"
"FREM1","brown"
"GAA","turquoise"
"GTF2H5","turquoise"
"ATM","red"
"FHL1","black"
"NDN","yellow"
"HLA-F","black"
"NOP56","grey"
"SHOX2","brown"
"METTL16","blue"
"SNRNP200","brown"
"SNRPB2","yellow"
"PTPRT","brown"
"CFLAR","blue"
"USP9X","blue"
"NDUFV2","turquoise"
"PLXND1","brown"
"INTS6","blue"
"TM9SF3","brown"
"CYBRD1","brown"
"WLS","brown"
"C1QTNF1","brown"
"UBE2D2","grey"
"EIF5","turquoise"
"UBE2B","grey"
"AFAP1","blue"
"ZFR","blue"
"PRCP","black"
"TMEM248","grey"
"VIMP","turquoise"
"BAZ2A","brown"
"TENM2","magenta"
"ACBD3","pink"
"FAM208B","blue"
"PSMC3","turquoise"
"CHMP3","yellow"
"SRSF5","magenta"
"PARVB","pink"
"NCOA7","black"
"WDFY3","blue"
"AKR1C3","turquoise"
"SLC7A6","blue"
"C11orf68","turquoise"
"NIPBL","brown"
"UBTF","grey"
"DCHS1","green"
"WDR86","brown"
"PTGFR","brown"
"SREK1IP1","yellow"
"ZNF106","pink"
"OSBPL5","red"
"KPNA6","blue"
"COX14","turquoise"
"PRKAR2A","blue"
"PIBF1","blue"
"TRA2A","blue"
"NAA10","turquoise"
"XPO1","blue"
"CNPY2","turquoise"
"DYRK1A","red"
"CENPB","turquoise"
"SIGMAR1","turquoise"
"NR2F2-AS1","magenta"
"RNF187","turquoise"
"TNFRSF10D","brown"
"FKBP5","red"
"UACA","blue"
"TOP1","brown"
"MIRLET7BHG","blue"
"GOLPH3","blue"
"ENSA","brown"
"IMPDH2","turquoise"
"ZNF428","turquoise"
"TFCP2","blue"
"UBXN6","turquoise"
"NRDC","blue"
"QSOX1","green"
"GALNS","pink"
"MRPS34","turquoise"
"KCND2","blue"
"CCBE1","black"
"AP3B1","blue"
"GTF3C6","turquoise"
"SAR1A","turquoise"
"GOPC","grey"
"LAMTOR5","turquoise"
"C6orf89","grey"
"ARHGEF7","blue"
"DYNC1H1","blue"
"PRMT1","turquoise"
"OSBPL8","blue"
"FGGY","blue"
"TTC7A","blue"
"MBTD1","blue"
"LRRC59","turquoise"
"HNRNPH1","brown"
"JPX","blue"
"CMTM3","turquoise"
"RSRC1","brown"
"MED15","blue"
"SP1","brown"
"FAM193A","blue"
"CLASP1","blue"
"UBR5","blue"
"STUB1","turquoise"
"NEK6","blue"
"ZNF703","grey"
"CHFR","blue"
"PDS5A","blue"
"FARS2","blue"
"RP11-701H24.9","brown"
"DPM2","turquoise"
"AAMDC","turquoise"
"DHX36","brown"
"CD302","black"
"TSPAN3","turquoise"
"PCNX","blue"
"SWI5","turquoise"
"UBE3C","blue"
"NDUFAB1","turquoise"
"FAM120A","grey"
"MRPL54","turquoise"
"LINC00578","brown"
"PLPP4","pink"
"EEF2K","blue"
"HIST1H2BB","brown"
"BAIAP2L1","blue"
"SKI","blue"
"PSMD4","turquoise"
"RSPO4","yellow"
"POLR1D","yellow"
"GTF2I","blue"
"HS3ST6","brown"
"INVS","blue"
"TMTC1","blue"
"ZNF148","red"
"CPQ","black"
"MLLT6","blue"
"PPP3CC","blue"
"KDSR","brown"
"NOC2L","brown"
"FAM50A","turquoise"
"HEBP1","turquoise"
"MECP2","red"
"RNF149","blue"
"PPP3CB","blue"
"WDR82","brown"
"ADAM33","blue"
"FIBP","turquoise"
"ZCCHC11","blue"
"TSC22D2","blue"
"VDAC2","grey"
"PSMD3","grey"
"LTBR","turquoise"
"CDC37","turquoise"
"SLC25A43","blue"
"ANKH","blue"
"YIPF5","turquoise"
"HNRNPH3","brown"
"GALNT10","blue"
"HIF1A","blue"
"SLC39A1","turquoise"
"C16orf52","brown"
"SERPINA3","turquoise"
"ZNF618","brown"
"MTPN","brown"
"CFDP1","blue"
"WBSCR17","blue"
"PRKAR1A","black"
"PMVK","turquoise"
"THSD4","brown"
"NBPF19","blue"
"AHI1","blue"
"ARL3","yellow"
"SSH1","blue"
"ALDH1A3","turquoise"
"ARHGAP28","blue"
"PLXNB2","turquoise"
"HADHA","grey"
"ATF3","blue"
"MTCH1","turquoise"
"NAPA","grey"
"NUMB","blue"
"AGTRAP","turquoise"
"SUMO3","turquoise"
"EPN1","turquoise"
"AIMP1","brown"
"AUP1","turquoise"
"FMNL3","blue"
